stock,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage
CHRW,2025-03-31,2025-04-30,1.17,1.05,0.12,11.4286
CHRW,2024-12-31,2025-01-29,1.21,1.11,0.1,9.009
CHRW,2024-09-30,2024-10-30,1.28,1.15,0.13,11.3043
CHRW,2024-06-30,2024-07-31,1.15,0.96,0.19,19.7917
CHRW,2024-03-31,2024-05-01,0.86,0.63,0.23,36.5079
CHRW,2023-12-31,2024-01-31,0.5,0.81,-0.31,-38.2716
CHRW,2023-09-30,2023-11-01,0.84,0.8,0.04,5
CHRW,2023-06-30,2023-08-02,0.9,0.91,-0.01,-1.0989
CHRW,2023-03-31,2023-04-26,0.98,0.98,0,0
CHRW,2022-12-31,2023-02-01,1.03,1.34,-0.31,-23.1343
CHRW,2022-09-30,2022-11-02,1.78,2.17,-0.39,-17.9724
CHRW,2022-06-30,2022-07-27,2.67,1.99,0.68,34.1709
CHRW,2022-03-31,2022-04-27,2.05,1.55,0.5,32.2581
CHRW,2021-12-31,2022-02-02,1.74,1.86,-0.12,-6.4516
CHRW,2021-09-30,2021-10-26,1.85,1.42,0.43,30.2817
CHRW,2021-06-30,2021-07-27,1.44,1.34,0.1,7.4627
CHRW,2021-03-31,2021-04-27,1.28,0.99,0.29,29.2929
CHRW,2020-12-31,2021-01-26,1.08,0.98,0.1,10.2041
CHRW,2020-09-30,2020-10-27,1,0.98,0.02,2.0408
CHRW,2020-06-30,2020-07-28,1.06,0.61,0.45,73.7705
CHRW,2020-03-31,2020-04-28,0.57,0.69,-0.12,-17.3913
CHRW,2019-12-31,2020-01-28,0.7,0.96,-0.26,-27.0833
CHTR,2025-03-31,2025-04-25,8.42,8.37,0.05,0.5974
CHTR,2024-12-31,2025-01-31,10.1,9.22,0.88,9.5445
CHTR,2024-09-30,2024-11-01,8.82,8.49,0.33,3.8869
CHTR,2024-06-30,2024-07-26,8.49,7.98,0.51,6.391
CHTR,2024-03-31,2024-04-26,7.55,7.92,-0.37,-4.6717
CHTR,2023-12-31,2024-02-02,7.07,8.73,-1.66,-19.0149
CHTR,2023-09-30,2023-10-27,8.25,7.94,0.31,3.9043
CHTR,2023-06-30,2023-07-28,8.05,7.96,0.09,1.1307
CHTR,2023-03-31,2023-04-28,6.65,7.48,-0.83,-11.0963
CHTR,2022-12-31,2023-01-27,7.69,8.79,-1.1,-12.5142
CHTR,2022-09-30,2022-10-28,7.38,8.23,-0.85,-10.3281
CHTR,2022-06-30,2022-07-29,8.8,6.89,1.91,27.7213
CHTR,2022-03-31,2022-04-29,6.9,6.47,0.43,6.6461
CHTR,2021-12-31,2022-01-28,8.93,6.89,2.04,29.6081
CHTR,2021-09-30,2021-10-29,6.5,5.71,0.79,13.8354
CHTR,2021-06-30,2021-07-30,5.29,4.78,0.51,10.6695
CHTR,2021-03-31,2021-04-30,4.11,4.26,-0.15,-3.5211
CHTR,2020-12-31,2021-01-29,6.05,4.89,1.16,23.7219
CHTR,2020-09-30,2020-10-30,3.9,3.03,0.87,28.7129
CHTR,2020-06-30,2020-07-31,3.63,2.44,1.19,48.7705
CHTR,2020-03-31,2020-05-01,1.86,2.73,-0.87,-31.8681
CHTR,2019-12-31,2020-01-31,3.28,2.49,0.79,31.7269
CI,2025-03-31,2025-05-02,6.74,6.35,0.39,6.1417
CI,2024-12-31,2025-01-30,6.64,7.82,-1.18,-15.0895
CI,2024-09-30,2024-10-31,7.51,7.25,0.26,3.5862
CI,2024-06-30,2024-08-01,6.72,6.41,0.31,4.8362
CI,2024-03-31,2024-05-02,6.47,6.22,0.25,4.0193
CI,2023-12-31,2024-02-02,6.79,6.54,0.25,3.8226
CI,2023-09-30,2023-11-02,6.77,6.67,0.1,1.4993
CI,2023-06-30,2023-08-03,6.13,6.02,0.11,1.8272
CI,2023-03-31,2023-05-05,5.41,5.22,0.19,3.6398
CI,2022-12-31,2023-02-03,4.96,4.86,0.1,2.0576
CI,2022-09-30,2022-11-03,6.04,5.71,0.33,5.7793
CI,2022-06-30,2022-08-04,6.22,5.48,0.74,13.5036
CI,2022-03-31,2022-05-06,6.01,5.18,0.83,16.0232
CI,2021-12-31,2022-02-03,4.77,4.71,0.06,1.2739
CI,2021-09-30,2021-11-04,5.73,5.23,0.5,9.5602
CI,2021-06-30,2021-08-05,5.24,4.96,0.28,5.6452
CI,2021-03-31,2021-05-07,4.73,4.38,0.35,7.9909
CI,2020-12-31,2021-02-04,3.51,3.68,-0.17,-4.6196
CI,2020-09-30,2020-11-05,4.41,4.24,0.17,4.0094
CI,2020-06-30,2020-07-30,5.81,5.15,0.66,12.8155
CI,2020-03-31,2020-04-30,4.69,4.35,0.34,7.8161
CI,2019-12-31,2020-02-06,4.31,4.2,0.11,2.619
CL,2025-03-31,2025-04-25,0.91,0.86,0.05,5.814
CL,2024-12-31,2025-01-31,0.91,0.89,0.02,2.2472
CL,2024-09-30,2024-10-25,0.91,0.88,0.03,3.4091
CL,2024-06-30,2024-07-26,0.91,0.87,0.04,4.5977
CL,2024-03-31,2024-04-26,0.86,0.81,0.05,6.1728
CL,2023-12-31,2024-01-26,0.87,0.85,0.02,2.3529
CL,2023-09-30,2023-10-27,0.86,0.8,0.06,7.5
CL,2023-06-30,2023-07-28,0.77,0.75,0.02,2.6667
CL,2023-03-31,2023-04-28,0.73,0.7,0.03,4.2857
CL,2022-12-31,2023-01-27,0.77,0.76,0.01,1.3158
CL,2022-09-30,2022-10-28,0.74,0.73,0.01,1.3699
CL,2022-06-30,2022-07-29,0.72,0.71,0.01,1.4085
CL,2022-03-31,2022-04-29,0.74,0.74,0,0
CL,2021-12-31,2022-01-28,0.79,0.79,0,0
CL,2021-09-30,2021-10-29,0.81,0.79,0.02,2.5316
CL,2021-06-30,2021-07-30,0.8,0.8,0,0
CL,2021-03-31,2021-04-30,0.8,0.79,0.01,1.2658
CL,2020-12-31,2021-01-29,0.77,0.76,0.01,1.3158
CL,2020-09-30,2020-10-30,0.79,0.7,0.09,12.8571
CL,2020-06-30,2020-07-31,0.74,0.7,0.04,5.7143
CL,2020-03-31,2020-05-01,0.75,0.74,0.01,1.3514
CL,2019-12-31,2020-01-31,0.73,0.73,0,0
CMA,2025-03-31,2025-04-21,1.25,1.13,0.12,10.6195
CMA,2024-12-31,2025-01-22,1.2,1.26,-0.06,-4.7619
CMA,2024-09-30,2024-10-18,1.37,1.16,0.21,18.1034
CMA,2024-06-30,2024-07-19,1.49,1.19,0.3,25.2101
CMA,2024-03-31,2024-04-18,1.29,1.14,0.15,13.1579
CMA,2023-12-31,2024-01-19,1.46,1.39,0.07,5.036
CMA,2023-09-30,2023-10-20,1.84,1.7,0.14,8.2353
CMA,2023-06-30,2023-07-21,2.01,1.86,0.15,8.0645
CMA,2023-03-31,2023-04-20,2.39,2.27,0.12,5.2863
CMA,2022-12-31,2023-01-19,2.58,2.56,0.02,0.7813
CMA,2022-09-30,2022-10-19,2.6,2.57,0.03,1.1673
CMA,2022-06-30,2022-07-20,1.92,1.77,0.15,8.4746
CMA,2022-03-31,2022-04-20,1.37,1.37,0,0
CMA,2021-12-31,2022-01-19,1.66,1.58,0.08,5.0633
CMA,2021-09-30,2021-10-20,1.9,1.64,0.26,15.8537
CMA,2021-06-30,2021-07-21,2.32,1.6,0.72,45
CMA,2021-03-31,2021-04-20,2.43,1.36,1.07,78.6765
CMA,2020-12-31,2021-01-19,1.49,1.19,0.3,25.2101
CMA,2020-09-30,2020-10-20,1.44,0.84,0.6,71.4286
CMA,2020-06-30,2020-07-21,0.8,0.22,0.58,263.6364
CMA,2020-03-31,2020-04-21,-0.46,0.9,-1.36,-151.1111
CMA,2019-12-31,2020-01-21,1.85,1.75,0.1,5.7143
CMCSA,2025-03-31,2025-04-24,1.09,0.99,0.1,10.101
CMCSA,2024-12-31,2025-01-30,0.96,0.86,0.1,11.6279
CMCSA,2024-09-30,2024-10-31,1.12,1.06,0.06,5.6604
CMCSA,2024-06-30,2024-07-23,1.21,1.12,0.09,8.0357
CMCSA,2024-03-31,2024-04-25,1.04,0.99,0.05,5.0505
CMCSA,2023-12-31,2024-01-25,0.84,0.79,0.05,6.3291
CMCSA,2023-09-30,2023-10-26,1.08,0.95,0.13,13.6842
CMCSA,2023-06-30,2023-07-27,1.13,0.97,0.16,16.4948
CMCSA,2023-03-31,2023-04-27,0.92,0.82,0.1,12.1951
CMCSA,2022-12-31,2023-01-26,0.82,0.77,0.05,6.4935
CMCSA,2022-09-30,2022-10-27,0.96,0.9,0.06,6.6667
CMCSA,2022-06-30,2022-07-28,1.01,0.92,0.09,9.7826
CMCSA,2022-03-31,2022-04-28,0.86,0.8,0.06,7.5
CMCSA,2021-12-31,2022-01-27,0.77,0.73,0.04,5.4795
CMCSA,2021-09-30,2021-10-28,0.87,0.75,0.12,16
CMCSA,2021-06-30,2021-07-29,0.84,0.67,0.17,25.3731
CMCSA,2021-03-31,2021-04-29,0.76,0.59,0.17,28.8136
CMCSA,2020-12-31,2021-01-28,0.56,0.48,0.08,16.6667
CMCSA,2020-09-30,2020-10-29,0.65,0.52,0.13,25
CMCSA,2020-06-30,2020-07-30,0.69,0.55,0.14,25.4545
CMCSA,2020-03-31,2020-04-30,0.71,0.68,0.03,4.4118
CMCSA,2019-12-31,2020-01-23,0.79,0.76,0.03,3.9474
CME,2025-03-31,2025-04-23,2.8,2.8087,-0.0087,-0.3098
CME,2024-12-31,2025-02-12,2.52,2.4454,0.0746,3.0506
CME,2024-09-30,2024-10-23,2.68,2.66,0.02,0.7519
CME,2024-06-30,2024-07-24,2.56,2.53,0.03,1.1858
CME,2024-03-31,2024-04-24,2.5,2.45,0.05,2.0408
CME,2023-12-31,2024-02-14,2.37,2.28,0.09,3.9474
CME,2023-09-30,2023-10-25,2.25,2.22,0.03,1.3514
CME,2023-06-30,2023-07-26,2.3,2.2,0.1,4.5455
CME,2023-03-31,2023-04-26,2.42,2.38,0.04,1.6807
CME,2022-12-31,2023-02-08,1.92,1.88,0.04,2.1277
CME,2022-09-30,2022-10-26,1.98,1.94,0.04,2.0619
CME,2022-06-30,2022-07-27,1.97,1.93,0.04,2.0725
CME,2022-03-31,2022-04-27,2.11,2,0.11,5.5
CME,2021-12-31,2022-02-09,1.66,1.64,0.02,1.2195
CME,2021-09-30,2021-10-27,1.6,1.56,0.04,2.5641
CME,2021-06-30,2021-07-28,1.64,1.61,0.03,1.8634
CME,2021-03-31,2021-04-28,1.79,1.75,0.04,2.2857
CME,2020-12-31,2021-02-10,1.39,1.37,0.02,1.4599
CME,2020-09-30,2020-10-28,1.38,1.41,-0.03,-2.1277
CME,2020-06-30,2020-07-29,1.63,1.62,0.01,0.6173
CME,2020-03-31,2020-04-29,2.33,2.23,0.1,4.4843
CME,2019-12-31,2020-02-12,1.52,1.54,-0.02,-1.2987
CMG,2025-03-31,2025-04-23,0.29,0.28,0.01,3.5714
CMG,2024-12-31,2025-02-04,0.25,0.25,0,0
CMG,2024-09-30,2024-10-29,0.27,0.25,0.02,8
CMG,2024-06-30,2024-07-24,0.34,0.32,0.02,6.25
CMG,2024-03-31,2024-04-24,0.2674,0.2336,0.0338,14.4692
CMG,2023-12-31,2024-02-06,0.2072,0.195,0.0122,6.2564
CMG,2023-09-30,2023-10-26,0.2272,0.211,0.0162,7.6777
CMG,2023-06-30,2023-07-26,0.253,0.2462,0.0068,2.762
CMG,2023-03-31,2023-04-25,0.21,0.1784,0.0316,17.713
CMG,2022-12-31,2023-02-07,0.1658,0.178,-0.0122,-6.8539
CMG,2022-09-30,2022-10-25,0.1902,0.1842,0.006,3.2573
CMG,2022-06-30,2022-07-26,0.186,0.1808,0.0052,2.8761
CMG,2022-03-31,2022-04-26,0.114,0.1128,0.0012,1.0638
CMG,2021-12-31,2022-02-08,0.1116,0.1052,0.0064,6.0837
CMG,2021-09-30,2021-10-21,0.1404,0.1264,0.014,11.0759
CMG,2021-06-30,2021-07-20,0.1492,0.1304,0.0188,14.4172
CMG,2021-03-31,2021-04-21,0.1072,0.0978,0.0094,9.6115
CMG,2020-12-31,2021-02-02,0.0696,0.0746,-0.005,-6.7024
CMG,2020-09-30,2020-10-21,0.0752,0.0694,0.0058,8.3573
CMG,2020-06-30,2020-07-22,0.008,0.007,0.001,14.2857
CMG,2020-03-31,2020-04-21,0.0616,0.0582,0.0034,5.8419
CMG,2019-12-31,2020-02-04,0.0572,0.055,0.0022,4
CMI,2025-03-31,2025-05-05,5.96,4.92,1.04,21.1382
CMI,2024-12-31,2025-02-04,4.54,4.69,-0.15,-3.1983
CMI,2024-09-30,2024-11-05,5.86,4.81,1.05,21.8295
CMI,2024-06-30,2024-08-01,5.26,4.81,0.45,9.3555
CMI,2024-03-31,2024-05-02,5.1,5.13,-0.03,-0.5848
CMI,2023-12-31,2024-02-06,3.97,4.48,-0.51,-11.3839
CMI,2023-09-30,2023-11-02,4.59,4.68,-0.09,-1.9231
CMI,2023-06-30,2023-08-03,5.05,5.29,-0.24,-4.5369
CMI,2023-03-31,2023-05-02,5.55,4.75,0.8,16.8421
CMI,2022-12-31,2023-02-06,4.43,4.5,-0.07,-1.5556
CMI,2022-09-30,2022-11-03,2.82,4.85,-2.03,-41.8557
CMI,2022-06-30,2022-08-02,4.94,4.35,0.59,13.5632
CMI,2022-03-31,2022-05-03,4.04,3.56,0.48,13.4831
CMI,2021-12-31,2022-02-03,2.73,3.15,-0.42,-13.3333
CMI,2021-09-30,2021-11-02,3.69,3.91,-0.22,-5.6266
CMI,2021-06-30,2021-08-03,4.1,4.05,0.05,1.2346
CMI,2021-03-31,2021-05-04,4.04,3.47,0.57,16.4265
CMI,2020-12-31,2021-02-04,3.36,2.8,0.56,20
CMI,2020-09-30,2020-10-27,3.57,2.43,1.14,46.9136
CMI,2020-06-30,2020-07-28,1.95,0.93,1.02,109.6774
CMI,2020-03-31,2020-04-28,3.18,2.17,1.01,46.5438
CMI,2019-12-31,2020-02-04,2.56,2.42,0.14,5.7851
CMS,2025-03-31,2025-04-24,1.02,1.01,0.01,0.9901
CMS,2024-12-31,2025-02-06,0.87,0.87,0,0
CMS,2024-09-30,2024-10-31,0.84,0.78,0.06,7.6923
CMS,2024-06-30,2024-07-25,0.66,0.63,0.03,4.7619
CMS,2024-03-31,2024-04-25,0.97,0.94,0.03,3.1915
CMS,2023-12-31,2024-02-01,1.05,1.05,0,0
CMS,2023-09-30,2023-10-26,0.61,0.61,0,0
CMS,2023-06-30,2023-07-27,0.75,0.7,0.05,7.1429
CMS,2023-03-31,2023-04-27,0.7,0.76,-0.06,-7.8947
CMS,2022-12-31,2023-02-02,0.6,0.39,0.21,53.8462
CMS,2022-09-30,2022-10-27,0.56,0.55,0.01,1.8182
CMS,2022-06-30,2022-07-28,0.53,0.5,0.03,6
CMS,2022-03-31,2022-05-03,1.2,1.12,0.08,7.1429
CMS,2021-12-31,2022-02-03,0.47,0.44,0.03,6.8182
CMS,2021-09-30,2021-10-28,0.54,0.54,0,0
CMS,2021-06-30,2021-07-29,0.62,0.46,0.16,34.7826
CMS,2021-03-31,2021-04-29,1.21,1.14,0.07,6.1404
CMS,2020-12-31,2021-02-04,0.56,0.55,0.01,1.8182
CMS,2020-09-30,2020-10-29,0.77,0.72,0.05,6.9444
CMS,2020-06-30,2020-08-03,0.49,0.42,0.07,16.6667
CMS,2020-03-31,2020-04-27,0.86,0.79,0.07,8.8608
CMS,2019-12-31,2020-01-30,0.68,0.69,-0.01,-1.4493
CNC,2025-03-31,2025-04-25,2.9,2.52,0.38,15.0794
CNC,2024-12-31,2025-02-04,0.8,0.49,0.31,63.2653
CNC,2024-09-30,2024-10-25,1.62,1.41,0.21,14.8936
CNC,2024-06-30,2024-07-26,2.42,2.07,0.35,16.9082
CNC,2024-03-31,2024-04-26,2.26,2.08,0.18,8.6538
CNC,2023-12-31,2024-02-06,0.45,0.44,0.01,2.2727
CNC,2023-09-30,2023-10-24,2,1.57,0.43,27.3885
CNC,2023-06-30,2023-07-28,2.1,2.03,0.07,3.4483
CNC,2023-03-31,2023-04-25,2.11,2.09,0.02,0.9569
CNC,2022-12-31,2023-02-07,0.86,0.85,0.01,1.1765
CNC,2022-09-30,2022-10-25,1.3,1.24,0.06,4.8387
CNC,2022-06-30,2022-07-26,1.77,1.59,0.18,11.3208
CNC,2022-03-31,2022-04-26,1.83,1.68,0.15,8.9286
CNC,2021-12-31,2022-02-08,1.01,0.99,0.02,2.0202
CNC,2021-09-30,2021-10-26,1.26,1.25,0.01,0.8
CNC,2021-06-30,2021-07-27,1.25,1.39,-0.14,-10.0719
CNC,2021-03-31,2021-04-27,1.63,1.59,0.04,2.5157
CNC,2020-12-31,2021-02-09,0.46,0.47,-0.01,-2.1277
CNC,2020-09-30,2020-10-27,1.26,0.97,0.29,29.8969
CNC,2020-06-30,2020-07-28,2.4,2.38,0.02,0.8403
CNC,2020-03-31,2020-04-28,0.86,0.99,-0.13,-13.1313
CNC,2019-12-31,2020-02-04,0.73,0.73,0,0
CNP,2025-03-31,2025-04-24,0.53,0.5471,-0.0171,-3.1256
CNP,2024-12-31,2025-02-20,0.4,0.4013,-0.0013,-0.3239
CNP,2024-09-30,2024-10-28,0.31,0.32,-0.01,-3.125
CNP,2024-06-30,2024-07-30,0.36,0.32,0.04,12.5
CNP,2024-03-31,2024-04-30,0.55,0.53,0.02,3.7736
CNP,2023-12-31,2024-02-20,0.32,0.32,0,0
CNP,2023-09-30,2023-10-26,0.4,0.35,0.05,14.2857
CNP,2023-06-30,2023-07-27,0.28,0.27,0.01,3.7037
CNP,2023-03-31,2023-04-27,0.5,0.47,0.03,6.383
CNP,2022-12-31,2023-02-17,0.28,0.29,-0.01,-3.4483
CNP,2022-09-30,2022-11-01,0.32,0.3,0.02,6.6667
CNP,2022-06-30,2022-08-02,0.31,0.27,0.04,14.8148
CNP,2022-03-31,2022-05-03,0.47,0.48,-0.01,-2.0833
CNP,2021-12-31,2022-02-22,0.36,0.28,0.08,28.5714
CNP,2021-09-30,2021-11-04,0.33,0.28,0.05,17.8571
CNP,2021-06-30,2021-08-05,0.36,0.25,0.11,44
CNP,2021-03-31,2021-05-06,0.59,0.53,0.06,11.3208
CNP,2020-12-31,2021-02-25,0.29,0.2,0.09,45
CNP,2020-09-30,2020-11-05,0.34,0.3,0.04,13.3333
CNP,2020-06-30,2020-08-06,0.21,0.21,0,0
CNP,2020-03-31,2020-05-07,0.65,0.44,0.21,47.7273
CNP,2019-12-31,2020-02-27,0.45,0.36,0.09,25
COO,2025-04-30,2025-05-29,0.96,0.93,0.03,3.2258
COO,2025-01-31,2025-03-06,0.92,0.91,0.01,1.0989
COO,2024-10-31,2024-12-05,1.04,1,0.04,4
COO,2024-07-31,2024-08-28,0.96,0.91,0.05,5.4945
COO,2024-04-30,2024-05-30,0.85,0.83,0.02,2.4096
COO,2024-01-31,2024-02-29,0.85,0.78,0.07,8.9744
COO,2023-10-31,2023-12-07,3.47,3.48,-0.01,-0.2874
COO,2023-07-31,2023-08-30,3.35,3.34,0.01,0.2994
COO,2023-04-30,2023-06-01,3.08,3.03,0.05,1.6502
COO,2023-01-31,2023-03-02,2.9,2.7,0.2,7.4074
COO,2022-10-31,2022-12-08,2.75,3.11,-0.36,-11.5756
COO,2022-07-31,2022-08-31,3.19,3.22,-0.03,-0.9317
COO,2022-04-30,2022-06-02,3.24,3.43,-0.19,-5.5394
COO,2022-01-31,2022-03-03,3.24,3.11,0.13,4.1801
COO,2021-10-31,2021-12-02,3.28,3.37,-0.09,-2.6706
COO,2021-07-31,2021-09-02,3.41,3.29,0.12,3.6474
COO,2021-04-30,2021-06-03,3.38,3.09,0.29,9.3851
COO,2021-01-31,2021-03-04,3.17,2.78,0.39,14.0288
COO,2020-10-31,2020-12-03,3.16,3.09,0.07,2.2654
COO,2020-07-31,2020-09-03,2.28,1.52,0.76,50
COO,2020-04-30,2020-06-04,1.51,2.36,-0.85,-36.0169
COO,2020-01-31,2020-03-05,2.69,2.71,-0.02,-0.738
COP,2025-03-31,2025-05-08,2.09,2.05,0.04,1.9512
COP,2024-12-31,2025-02-06,1.98,1.83,0.15,8.1967
COP,2024-09-30,2024-10-31,1.78,1.64,0.14,8.5366
COP,2024-06-30,2024-08-01,1.98,1.95,0.03,1.5385
COP,2024-03-31,2024-05-02,2.03,2.04,-0.01,-0.4902
COP,2023-12-31,2024-02-08,2.4,2.17,0.23,10.5991
COP,2023-09-30,2023-11-02,2.16,2.09,0.07,3.3493
COP,2023-06-30,2023-08-03,1.84,1.96,-0.12,-6.1224
COP,2023-03-31,2023-05-04,2.38,2.07,0.31,14.9758
COP,2022-12-31,2023-02-02,2.71,2.88,-0.17,-5.9028
COP,2022-09-30,2022-11-03,3.6,3.44,0.16,4.6512
COP,2022-06-30,2022-08-04,3.91,3.85,0.06,1.5584
COP,2022-03-31,2022-05-05,3.27,3.17,0.1,3.1546
COP,2021-12-31,2022-02-03,2.27,2.19,0.08,3.653
COP,2021-09-30,2021-11-02,1.77,1.52,0.25,16.4474
COP,2021-06-30,2021-08-03,1.27,1.13,0.14,12.3894
COP,2021-03-31,2021-05-04,0.69,0.54,0.15,27.7778
COP,2020-12-31,2021-02-02,-0.19,-0.25,0.06,24
COP,2020-09-30,2020-10-29,-0.31,-0.31,0,0
COP,2020-06-30,2020-07-30,-0.92,-0.58,-0.34,-58.6207
COP,2020-03-31,2020-04-30,0.45,0.17,0.28,164.7059
COP,2019-12-31,2020-02-04,0.76,0.81,-0.05,-6.1728
COST,2025-05-31,2025-06-05,4.28,4.24,0.04,0.9434
COST,2025-02-28,2025-03-06,4.28,4.23,0.05,1.182
COST,2024-11-30,2024-12-12,4.04,3.8,0.24,6.3158
COST,2024-08-31,2024-09-26,5.29,5.08,0.21,4.1339
COST,2024-05-31,2024-05-30,3.78,3.7,0.08,2.1622
COST,2024-02-29,2024-03-07,3.71,3.6,0.11,3.0556
COST,2023-11-30,2023-12-14,3.58,3.42,0.16,4.6784
COST,2023-08-31,2023-09-26,4.86,4.79,0.07,1.4614
COST,2023-02-28,2023-03-02,2.93,3.29,-0.36,-10.9422
COST,2022-11-30,2022-12-08,3.1,3.11,-0.01,-0.3215
COST,2022-08-31,2022-09-22,4.2,4.17,0.03,0.7194
COST,2022-02-28,2022-03-03,3.17,3.03,0.14,4.6205
COST,2021-11-30,2021-12-09,2.98,2.64,0.34,12.8788
COST,2021-08-31,2021-09-23,3.9,3.57,0.33,9.2437
COST,2021-02-28,2021-03-04,2.75,2.34,0.41,17.5214
COST,2020-11-30,2020-12-10,2.3,2.05,0.25,12.1951
COST,2020-08-31,2020-09-24,3.04,2.84,0.2,7.0423
COST,2020-02-29,2020-03-05,1.89,1.95,-0.06,-3.0769
CPB,2025-04-30,2025-06-02,0.73,0.66,0.07,10.6061
CPB,2025-01-31,2025-03-05,0.74,0.7235,0.0165,2.2806
CPB,2024-10-31,2024-12-03,0.89,0.87,0.02,2.2989
CPB,2024-07-31,2024-08-29,0.63,0.62,0.01,1.6129
CPB,2024-04-30,2024-06-05,0.75,0.7,0.05,7.1429
CPB,2024-01-31,2024-03-06,0.8,0.77,0.03,3.8961
CPB,2023-10-31,2023-12-06,0.91,0.88,0.03,3.4091
CPB,2023-07-31,2023-08-31,0.5,0.5,0,0
CPB,2023-04-30,2023-06-07,0.68,0.64,0.04,6.25
CPB,2023-01-31,2023-03-08,0.8,0.74,0.06,8.1081
CPB,2022-10-31,2022-12-07,1.02,0.88,0.14,15.9091
CPB,2022-07-31,2022-09-01,0.56,0.56,0,0
CPB,2022-04-30,2022-06-08,0.7,0.61,0.09,14.7541
CPB,2022-01-31,2022-03-09,0.69,0.69,0,0
CPB,2021-10-31,2021-12-08,0.89,0.81,0.08,9.8765
CPB,2021-07-31,2021-09-01,0.55,0.48,0.07,14.5833
CPB,2021-04-30,2021-06-09,0.57,0.66,-0.09,-13.6364
CPB,2021-01-31,2021-03-10,0.84,0.84,0,0
CPB,2020-10-31,2020-12-09,1.02,0.91,0.11,12.0879
CPB,2020-07-31,2020-09-03,0.63,0.6,0.03,5
CPB,2020-04-30,2020-06-03,0.83,0.75,0.08,10.6667
CPB,2020-01-31,2020-03-04,0.72,0.66,0.06,9.0909
CRL,2025-03-31,2025-05-07,2.34,2.07,0.27,13.0435
CRL,2024-12-31,2025-02-19,2.66,2.53,0.13,5.1383
CRL,2024-09-30,2024-11-06,2.59,2.42,0.17,7.0248
CRL,2024-06-30,2024-08-07,2.8,2.39,0.41,17.1548
CRL,2024-03-31,2024-05-09,2.27,2.07,0.2,9.6618
CRL,2023-12-31,2024-02-14,2.46,2.4,0.06,2.5
CRL,2023-09-30,2023-11-08,2.72,2.37,0.35,14.7679
CRL,2023-06-30,2023-08-09,2.69,2.64,0.05,1.8939
CRL,2023-03-31,2023-05-11,2.78,2.59,0.19,7.3359
CRL,2022-12-31,2023-02-22,2.98,2.75,0.23,8.3636
CRL,2022-09-30,2022-11-02,2.63,2.5,0.13,5.2
CRL,2022-06-30,2022-08-03,2.77,2.73,0.04,1.4652
CRL,2022-03-31,2022-05-04,2.75,2.72,0.03,1.1029
CRL,2021-12-31,2022-02-16,2.49,2.43,0.06,2.4691
CRL,2021-09-30,2021-11-03,2.7,2.58,0.12,4.6512
CRL,2021-06-30,2021-08-04,2.61,2.38,0.23,9.6639
CRL,2021-03-31,2021-05-04,2.53,2.19,0.34,15.5251
CRL,2020-12-31,2021-02-17,2.39,2.11,0.28,13.2701
CRL,2020-09-30,2020-10-29,2.33,1.8,0.53,29.4444
CRL,2020-06-30,2020-08-05,1.58,1.26,0.32,25.3968
CRL,2020-03-31,2020-05-07,1.84,1.48,0.36,24.3243
CRL,2019-12-31,2020-02-11,2.01,1.83,0.18,9.8361
CRM,2025-04-30,2025-05-28,2.58,2.55,0.03,1.1765
CRM,2025-01-31,2025-02-26,2.78,2.61,0.17,6.5134
CRM,2024-10-31,2024-12-03,2.41,2.45,-0.04,-1.6327
CRM,2024-07-31,2024-08-28,2.56,2.36,0.2,8.4746
CRM,2024-04-30,2024-05-29,2.44,2.37,0.07,2.9536
CRM,2024-01-31,2024-02-28,2.29,2.27,0.02,0.8811
CRM,2023-10-31,2023-11-29,2.11,2.06,0.05,2.4272
CRM,2023-07-31,2023-08-30,2.12,1.9,0.22,11.5789
CRM,2023-04-30,2023-05-31,1.69,1.61,0.08,4.9689
CRM,2023-01-31,2023-03-01,1.68,1.36,0.32,23.5294
CRM,2022-10-31,2022-11-30,1.4,1.22,0.18,14.7541
CRM,2022-07-31,2022-08-24,1.19,1.03,0.16,15.534
CRM,2022-04-30,2022-05-31,0.98,0.94,0.04,4.2553
CRM,2022-01-31,2022-03-01,0.84,0.75,0.09,12
CRM,2021-10-31,2021-11-30,1.27,0.92,0.35,38.0435
CRM,2021-07-31,2021-08-25,1.48,0.93,0.55,59.1398
CRM,2021-04-30,2021-05-27,1.21,0.88,0.33,37.5
CRM,2021-01-31,2021-02-25,1.04,0.75,0.29,38.6667
CRM,2020-10-31,2020-12-01,1.74,0.75,0.99,132
CRM,2020-07-31,2020-08-25,1.44,0.67,0.77,114.9254
CRM,2020-04-30,2020-05-28,0.7,0.69,0.01,1.4493
CRM,2020-01-31,2020-02-25,0.66,0.56,0.1,17.8571
CSCO,2025-04-30,2025-05-14,0.96,0.92,0.04,4.3478
CSCO,2025-01-31,2025-02-12,0.94,0.91,0.03,3.2967
CSCO,2024-10-31,2024-11-13,0.91,0.87,0.04,4.5977
CSCO,2024-07-31,2024-08-14,0.87,0.85,0.02,2.3529
CSCO,2024-04-30,2024-05-15,0.88,0.82,0.06,7.3171
CSCO,2024-01-31,2024-02-14,0.87,0.84,0.03,3.5714
CSCO,2023-10-31,2023-11-15,1.11,1.03,0.08,7.767
