Year,Quarter,Symbol,Company Name,Earnings Release Date
2025,Q3,SPG,,04-08-25
2025,Q4,SPG,,07-11-25
2020,Q1,SPGI,S&P Global Inc.,06-02-20
2020,Q2,SPGI,S&P Global Inc.,28-04-20
2020,Q3,SPGI,S&P Global Inc.,28-07-20
2020,Q4,SPGI,S&P Global Inc.,27-10-20
2021,Q1,SPGI,S&P Global Inc.,09-02-21
2021,Q2,SPGI,S&P Global Inc.,29-04-21
2021,Q3,SPGI,S&P Global Inc.,29-07-21
2021,Q4,SPGI,S&P Global Inc.,26-10-21
2022,Q1,SPGI,S&P Global Inc.,08-02-22
2022,Q2,SPGI,S&P Global Inc.,03-05-22
2022,Q3,SPGI,S&P Global Inc.,02-08-22
2022,Q4,SPGI,S&P Global Inc.,27-10-22
2023,Q1,SPGI,S&P Global Inc.,09-02-23
2023,Q2,SPGI,S&P Global Inc.,27-04-23
2023,Q3,SPGI,S&P Global Inc.,27-07-23
2023,Q4,SPGI,S&P Global Inc.,02-11-23
2024,Q1,SPGI,S&P Global Inc.,08-02-24
2024,Q2,SPGI,S&P Global Inc.,25-04-24
2024,Q3,SPGI,S&P Global Inc.,30-07-24
2024,Q4,SPGI,S&P Global Inc.,24-10-24
2025,Q1,SPGI,S&P Global Inc.,11-02-25
2025,Q2,SPGI,S&P Global Inc.,29-04-25
2025,Q3,SPGI,S&P Global Inc.,31-07-25
2025,Q4,SPGI,S&P Global Inc.,23-10-25
2020,Q1,SRE,,27-02-20
2020,Q2,SRE,,04-05-20
2020,Q3,SRE,,05-08-20
2020,Q4,SRE,,05-11-20
2021,Q1,SRE,,25-02-21
2021,Q2,SRE,,05-05-21
2021,Q3,SRE,,05-08-21
2021,Q4,SRE,,05-11-21
2022,Q1,SRE,,25-02-22
2022,Q2,SRE,,05-05-22
2022,Q3,SRE,,04-08-22
2022,Q4,SRE,,03-11-22
2023,Q1,SRE,,28-02-23
2023,Q2,SRE,,04-05-23
2023,Q3,SRE,,03-08-23
2023,Q4,SRE,,03-11-23
2024,Q1,SRE,,27-02-24
2024,Q2,SRE,,07-05-24
2024,Q3,SRE,,06-08-24
2024,Q4,SRE,,06-11-24
2025,Q1,SRE,,25-02-25
2025,Q2,SRE,,08-05-25
2025,Q3,SRE,,07-08-25
2025,Q4,SRE,,05-11-25
2020,Q1,STE,STERIS plc,10-02-20
2020,Q2,STE,STERIS plc,13-05-20
2020,Q3,STE,STERIS plc,03-08-20
2020,Q4,STE,STERIS plc,02-11-20
2021,Q1,STE,STERIS plc,02-02-21
2021,Q2,STE,STERIS plc,18-05-21
2021,Q3,STE,STERIS plc,08-08-21
2021,Q4,STE,STERIS plc,02-11-21
2022,Q1,STE,STERIS plc,08-02-22
2022,Q2,STE,STERIS plc,11-05-22
2022,Q3,STE,STERIS plc,02-08-22
2022,Q4,STE,STERIS plc,09-11-22
2023,Q1,STE,STERIS plc,08-02-23
2023,Q2,STE,STERIS plc,10-05-23
2023,Q3,STE,STERIS plc,01-08-23
2023,Q4,STE,STERIS plc,07-11-23
2024,Q1,STE,STERIS plc,07-02-24
2024,Q2,STE,STERIS plc,08-05-24
2024,Q3,STE,STERIS plc,06-08-24
2024,Q4,STE,STERIS plc,06-11-24
2025,Q1,STE,STERIS plc,05-02-25
2025,Q2,STE,STERIS plc,14-05-25
2025,Q3,STE,STERIS plc,06-08-25
2025,Q4,STE,STERIS plc,05-11-25
2020,Q1,STLD,"Steel Dynamics, Inc.",22-01-20
2020,Q2,STLD,"Steel Dynamics, Inc.",20-04-20
2020,Q3,STLD,"Steel Dynamics, Inc.",20-07-20
2020,Q4,STLD,"Steel Dynamics, Inc.",19-10-20
2021,Q1,STLD,"Steel Dynamics, Inc.",25-01-21
2021,Q2,STLD,"Steel Dynamics, Inc.",19-04-21
2021,Q3,STLD,"Steel Dynamics, Inc.",19-07-21
2021,Q4,STLD,"Steel Dynamics, Inc.",18-10-21
2022,Q1,STLD,"Steel Dynamics, Inc.",24-01-22
2022,Q2,STLD,"Steel Dynamics, Inc.",20-04-22
2022,Q3,STLD,"Steel Dynamics, Inc.",20-07-22
2022,Q4,STLD,"Steel Dynamics, Inc.",19-10-22
2023,Q1,STLD,"Steel Dynamics, Inc.",25-01-23
2023,Q2,STLD,"Steel Dynamics, Inc.",19-04-23
2023,Q3,STLD,"Steel Dynamics, Inc.",19-07-23
2023,Q4,STLD,"Steel Dynamics, Inc.",18-10-23
2024,Q1,STLD,"Steel Dynamics, Inc.",23-01-24
2024,Q2,STLD,"Steel Dynamics, Inc.",23-04-24
2024,Q3,STLD,"Steel Dynamics, Inc.",17-07-24
2024,Q4,STLD,"Steel Dynamics, Inc.",16-10-24
2025,Q1,STLD,"Steel Dynamics, Inc.",22-01-25
2025,Q2,STLD,"Steel Dynamics, Inc.",22-04-25
2025,Q3,STLD,"Steel Dynamics, Inc.",21-07-25
2025,Q4,STLD,"Steel Dynamics, Inc.",20-10-25
2020,Q1,STT,,17-01-20
2020,Q2,STT,,17-04-20
2020,Q3,STT,,17-07-20
2020,Q4,STT,,16-10-20
2021,Q1,STT,,19-01-21
2021,Q2,STT,,16-04-21
2021,Q3,STT,,16-07-21
2021,Q4,STT,,18-10-21
2022,Q1,STT,,19-01-22
2022,Q2,STT,,14-04-22
2022,Q3,STT,,15-07-22
2022,Q4,STT,,18-10-22
2023,Q1,STT,,20-01-23
2023,Q2,STT,,17-04-23
2023,Q3,STT,,14-07-23
2023,Q4,STT,,18-10-23
2024,Q1,STT,,19-01-24
2024,Q2,STT,,12-04-24
2024,Q3,STT,,16-07-24
2024,Q4,STT,,15-10-24
2025,Q1,STT,,17-01-25
2025,Q2,STT,,17-04-25
2025,Q3,STT,,15-07-25
2025,Q4,STT,,17-10-25
2020,Q1,STX,Seagate Technology Holdings PLC,04-02-20
2020,Q2,STX,Seagate Technology Holdings PLC,22-04-20
2020,Q3,STX,Seagate Technology Holdings PLC,28-07-20
2020,Q4,STX,Seagate Technology Holdings PLC,22-10-20
2021,Q1,STX,Seagate Technology Holdings PLC,21-01-21
2021,Q2,STX,Seagate Technology Holdings PLC,22-04-21
2021,Q3,STX,Seagate Technology Holdings PLC,21-07-21
2021,Q4,STX,Seagate Technology Holdings PLC,22-10-21
2022,Q1,STX,Seagate Technology Holdings PLC,26-01-22
2022,Q2,STX,Seagate Technology Holdings PLC,27-04-22
2022,Q3,STX,Seagate Technology Holdings PLC,21-07-22
2022,Q4,STX,Seagate Technology Holdings PLC,26-10-22
2023,Q1,STX,Seagate Technology Holdings PLC,25-01-23
2023,Q2,STX,Seagate Technology Holdings PLC,20-04-23
2023,Q3,STX,Seagate Technology Holdings PLC,26-07-23
2023,Q4,STX,Seagate Technology Holdings PLC,26-10-23
2024,Q1,STX,Seagate Technology Holdings PLC,24-01-24
2024,Q2,STX,Seagate Technology Holdings PLC,23-04-24
2024,Q3,STX,Seagate Technology Holdings PLC,23-07-24
2024,Q4,STX,Seagate Technology Holdings PLC,22-10-24
2025,Q1,STX,Seagate Technology Holdings PLC,21-01-25
2025,Q2,STX,Seagate Technology Holdings PLC,29-04-25
2025,Q3,STX,Seagate Technology Holdings PLC,29-07-25
2025,Q4,STX,Seagate Technology Holdings PLC,28-10-25
2020,Q1,STZ,Constellation Brands,08-01-20
2020,Q2,STZ,Constellation Brands,03-04-20
2020,Q3,STZ,Constellation Brands,01-07-20
2020,Q4,STZ,Constellation Brands,01-10-20
2021,Q1,STZ,Constellation Brands,07-01-21
2021,Q2,STZ,Constellation Brands,30-06-21
2021,Q3,STZ,Constellation Brands,Missing
2021,Q4,STZ,Constellation Brands,06-10-21
2022,Q1,STZ,Constellation Brands,06-01-22
2022,Q2,STZ,Constellation Brands,30-06-22
2022,Q3,STZ,Constellation Brands,Missing
2022,Q4,STZ,Constellation Brands,06-10-22
2023,Q1,STZ,Constellation Brands,05-01-23
2023,Q2,STZ,Constellation Brands,30-06-23
2023,Q3,STZ,Constellation Brands,Missing
2023,Q4,STZ,Constellation Brands,05-10-23
2024,Q1,STZ,Constellation Brands,05-01-24
2024,Q2,STZ,Constellation Brands,11-04-24
2024,Q3,STZ,Constellation Brands,03-07-24
2024,Q4,STZ,Constellation Brands,03-10-24
2025,Q1,STZ,Constellation Brands,10-01-25
2025,Q2,STZ,Constellation Brands,09-04-25
2025,Q3,STZ,Constellation Brands,01-07-25
2025,Q4,STZ,Constellation Brands,06-10-25
2020,Q1,SWK,"Stanley Black & Decker, Inc.",29-01-20
2020,Q2,SWK,"Stanley Black & Decker, Inc.",30-04-20
2020,Q3,SWK,"Stanley Black & Decker, Inc.",30-07-20
2020,Q4,SWK,"Stanley Black & Decker, Inc.",27-10-20
2021,Q1,SWK,"Stanley Black & Decker, Inc.",28-01-21
2021,Q2,SWK,"Stanley Black & Decker, Inc.",28-04-21
2021,Q3,SWK,"Stanley Black & Decker, Inc.",27-07-21
2021,Q4,SWK,"Stanley Black & Decker, Inc.",28-10-21
2022,Q1,SWK,"Stanley Black & Decker, Inc.",01-02-22
2022,Q2,SWK,"Stanley Black & Decker, Inc.",28-04-22
2022,Q3,SWK,"Stanley Black & Decker, Inc.",28-07-22
2022,Q4,SWK,"Stanley Black & Decker, Inc.",27-10-22
2023,Q1,SWK,"Stanley Black & Decker, Inc.",02-02-23
2023,Q2,SWK,"Stanley Black & Decker, Inc.",04-05-23
2023,Q3,SWK,"Stanley Black & Decker, Inc.",01-08-23
2023,Q4,SWK,"Stanley Black & Decker, Inc.",27-10-23
2024,Q1,SWK,"Stanley Black & Decker, Inc.",01-02-24
2024,Q2,SWK,"Stanley Black & Decker, Inc.",02-05-24
2024,Q3,SWK,"Stanley Black & Decker, Inc.",30-07-24
2024,Q4,SWK,"Stanley Black & Decker, Inc.",29-10-24
2025,Q1,SWK,"Stanley Black & Decker, Inc.",05-02-25
2025,Q2,SWK,"Stanley Black & Decker, Inc.",30-04-25
2025,Q3,SWK,"Stanley Black & Decker, Inc.",29-07-25
2025,Q4,SWK,"Stanley Black & Decker, Inc.",29-10-25
2020,Q1,SWKS,"Skyworks Solutions, Inc.",23-01-20
2020,Q2,SWKS,"Skyworks Solutions, Inc.",04-05-20
2020,Q3,SWKS,"Skyworks Solutions, Inc.",23-07-20
2020,Q4,SWKS,"Skyworks Solutions, Inc.",02-11-20
2021,Q1,SWKS,"Skyworks Solutions, Inc.",28-01-21
2021,Q2,SWKS,"Skyworks Solutions, Inc.",29-04-21
2021,Q3,SWKS,"Skyworks Solutions, Inc.",29-07-21
2021,Q4,SWKS,"Skyworks Solutions, Inc.",04-11-21
2022,Q1,SWKS,"Skyworks Solutions, Inc.",03-02-22
2022,Q2,SWKS,"Skyworks Solutions, Inc.",03-05-22
2022,Q3,SWKS,"Skyworks Solutions, Inc.",04-08-22
2022,Q4,SWKS,"Skyworks Solutions, Inc.",03-11-22
2023,Q1,SWKS,"Skyworks Solutions, Inc.",06-02-23
2023,Q2,SWKS,"Skyworks Solutions, Inc.",08-05-23
2023,Q3,SWKS,"Skyworks Solutions, Inc.",07-08-23
2023,Q4,SWKS,"Skyworks Solutions, Inc.",02-11-23
2024,Q1,SWKS,"Skyworks Solutions, Inc.",30-01-24
2024,Q2,SWKS,"Skyworks Solutions, Inc.",30-04-24
2024,Q3,SWKS,"Skyworks Solutions, Inc.",30-07-24
2024,Q4,SWKS,"Skyworks Solutions, Inc.",12-11-24
2025,Q1,SWKS,"Skyworks Solutions, Inc.",05-02-25
2025,Q2,SWKS,"Skyworks Solutions, Inc.",07-05-25
2025,Q3,SWKS,"Skyworks Solutions, Inc.",05-08-25
2025,Q4,SWKS,"Skyworks Solutions, Inc.",18-11-25
2020,Q1,SYF,,24-01-20
2020,Q2,SYF,,21-04-20
2020,Q3,SYF,,21-07-20
2020,Q4,SYF,,20-10-20
2021,Q1,SYF,,29-01-21
2021,Q2,SYF,,27-04-21
2021,Q3,SYF,,20-07-21
2021,Q4,SYF,,19-10-21
2022,Q1,SYF,,28-01-22
2022,Q2,SYF,,18-04-22
2022,Q3,SYF,,18-07-22
2022,Q4,SYF,,25-10-22
2023,Q1,SYF,,23-01-23
2023,Q2,SYF,,19-04-23
2023,Q3,SYF,,18-07-23
2023,Q4,SYF,,24-10-23
2024,Q1,SYF,,23-01-24
2024,Q2,SYF,,24-04-24
2024,Q3,SYF,,17-07-24
2024,Q4,SYF,,16-10-24
2025,Q1,SYF,,28-01-25
2025,Q2,SYF,,22-04-25
2025,Q3,SYF,,22-07-25
2025,Q4,SYF,,15-10-25
2020,Q1,SYK,Stryker Corporation,28-01-20
2020,Q2,SYK,Stryker Corporation,30-04-20
2020,Q3,SYK,Stryker Corporation,30-07-20
2020,Q4,SYK,Stryker Corporation,29-10-20
2021,Q1,SYK,Stryker Corporation,27-01-21
2021,Q2,SYK,Stryker Corporation,27-04-21
2021,Q3,SYK,Stryker Corporation,27-07-21
2021,Q4,SYK,Stryker Corporation,28-10-21
2022,Q1,SYK,Stryker Corporation,27-01-22
2022,Q2,SYK,Stryker Corporation,28-04-22
2022,Q3,SYK,Stryker Corporation,26-07-22
2022,Q4,SYK,Stryker Corporation,31-10-22
2023,Q1,SYK,Stryker Corporation,31-01-23
2023,Q2,SYK,Stryker Corporation,01-05-23
2023,Q3,SYK,Stryker Corporation,03-08-23
2023,Q4,SYK,Stryker Corporation,02-11-23
2024,Q1,SYK,Stryker Corporation,30-01-24
2024,Q2,SYK,Stryker Corporation,30-04-24
2024,Q3,SYK,Stryker Corporation,30-07-24
2024,Q4,SYK,Stryker Corporation,29-10-24
2025,Q1,SYK,Stryker Corporation,28-01-25
2025,Q2,SYK,Stryker Corporation,01-05-25
2025,Q3,SYK,Stryker Corporation,31-07-25
2025,Q4,SYK,Stryker Corporation,28-10-25
2020,Q1,SYY,,03-02-20
2020,Q2,SYY,,05-05-20
2020,Q3,SYY,,11-08-20
2020,Q4,SYY,,03-11-20
2021,Q1,SYY,,02-02-21
2021,Q2,SYY,,04-05-21
2021,Q3,SYY,,10-08-21
2021,Q4,SYY,,09-11-21
2022,Q1,SYY,,08-02-22
2022,Q2,SYY,,10-05-22
2022,Q3,SYY,,09-08-22
2022,Q4,SYY,,01-11-22
2023,Q1,SYY,,31-01-23
2023,Q2,SYY,,02-05-23
2023,Q3,SYY,,01-08-23
2023,Q4,SYY,,31-10-23
2024,Q1,SYY,,30-01-24
2024,Q2,SYY,,30-04-24
2024,Q3,SYY,,30-07-24
2024,Q4,SYY,,29-10-24
2025,Q1,SYY,,28-01-25
2025,Q2,SYY,,29-04-25
2025,Q3,SYY,,29-07-25
2025,Q4,SYY,,28-10-25
2020,Q1,TAP,,12-02-20
2020,Q2,TAP,,30-04-20
2020,Q3,TAP,,30-07-20
2020,Q4,TAP,,29-10-20
2021,Q1,TAP,,11-02-21
2021,Q2,TAP,,29-04-21
2021,Q3,TAP,,29-07-21
2021,Q4,TAP,,28-10-21
2022,Q1,TAP,,23-02-22
2022,Q2,TAP,,03-05-22
2022,Q3,TAP,,02-08-22
2022,Q4,TAP,,01-11-22
2023,Q1,TAP,,21-02-23
2023,Q2,TAP,,02-05-23
2023,Q3,TAP,,01-08-23
2023,Q4,TAP,,02-11-23
2024,Q1,TAP,,13-02-24
2024,Q2,TAP,,30-04-24
2024,Q3,TAP,,06-08-24
2024,Q4,TAP,,07-11-24
2025,Q1,TAP,,13-02-25
2025,Q2,TAP,,08-05-25
2025,Q3,TAP,,05-08-25
2025,Q4,TAP,,06-11-25
2020,Q1,TDY,,22-01-20
2020,Q2,TDY,,22-04-20
2020,Q3,TDY,,22-07-20
2020,Q4,TDY,,21-10-20
2021,Q1,TDY,,27-01-21
2021,Q2,TDY,,28-04-21
2021,Q3,TDY,,28-07-21
2021,Q4,TDY,,27-10-21
2022,Q1,TDY,,27-01-22
2022,Q2,TDY,,27-04-22
2022,Q3,TDY,,27-07-22
2022,Q4,TDY,,26-10-22
2023,Q1,TDY,,25-01-23
2023,Q2,TDY,,26-04-23
2023,Q3,TDY,,26-07-23
2023,Q4,TDY,,25-10-23
2024,Q1,TDY,,24-01-24
2024,Q2,TDY,,24-04-24
2024,Q3,TDY,,24-07-24
2024,Q4,TDY,,23-10-24
2025,Q1,TDY,,22-01-25
2025,Q2,TDY,,23-04-25
2025,Q3,TDY,,23-07-25
2025,Q4,TDY,,22-10-25
2020,Q1,TECH,,04-02-20
2020,Q2,TECH,,30-04-20
2020,Q3,TECH,,04-08-20
2020,Q4,TECH,,05-11-20
2021,Q1,TECH,,02-02-21
2021,Q2,TECH,,06-05-21
2021,Q3,TECH,,05-08-21
2021,Q4,TECH,,02-11-21
2022,Q1,TECH,,01-02-22
2022,Q2,TECH,,04-05-22
2022,Q3,TECH,,04-08-22
2022,Q4,TECH,,01-11-22
2023,Q1,TECH,,02-02-23
2023,Q2,TECH,,03-05-23
2023,Q3,TECH,,08-08-23
2023,Q4,TECH,,31-10-23
2024,Q1,TECH,,01-02-24
2024,Q2,TECH,,01-05-24
2024,Q3,TECH,,07-08-24
2024,Q4,TECH,,30-10-24
2025,Q1,TECH,,05-02-25
2025,Q2,TECH,,07-05-25
2025,Q3,TECH,,06-08-25
2025,Q4,TECH,,05-11-25
2020,Q1,TEL,,29-01-20
2020,Q2,TEL,,28-04-20
2020,Q3,TEL,,29-07-20
2020,Q4,TEL,,28-10-20
2021,Q1,TEL,,27-01-21
2021,Q2,TEL,,21-04-21
2021,Q3,TEL,,28-07-21
2021,Q4,TEL,,27-10-21
2022,Q1,TEL,,26-01-22
2022,Q2,TEL,,27-04-22
2022,Q3,TEL,,27-07-22
2022,Q4,TEL,,02-11-22
2023,Q1,TEL,,25-01-23
2023,Q2,TEL,,26-04-23
2023,Q3,TEL,,26-07-23
2023,Q4,TEL,,01-11-23
2024,Q1,TEL,,24-01-24
2024,Q2,TEL,,24-04-24
2024,Q3,TEL,,24-07-24
2024,Q4,TEL,,30-10-24
2025,Q1,TEL,,22-01-25
2025,Q2,TEL,,23-04-25
2025,Q3,TEL,,23-07-25
2025,Q4,TEL,,29-10-25
2020,Q1,TER,,22-01-20
2020,Q2,TER,,21-04-20
2020,Q3,TER,,21-07-20
2020,Q4,TER,,20-10-20
2021,Q1,TER,,27-01-21
2021,Q2,TER,,27-04-21
2021,Q3,TER,,27-07-21
2021,Q4,TER,,26-10-21
2022,Q1,TER,,26-01-22
2022,Q2,TER,,26-04-22
2022,Q3,TER,,26-07-22
2022,Q4,TER,,25-10-22
2023,Q1,TER,,25-01-23
2023,Q2,TER,,26-04-23
2023,Q3,TER,,26-07-23
2023,Q4,TER,,26-10-23
2024,Q1,TER,,30-01-24
2024,Q2,TER,,24-04-24
2024,Q3,TER,,24-07-24
2024,Q4,TER,,23-10-24
2025,Q1,TER,,29-01-25
2025,Q2,TER,,28-04-25
2025,Q3,TER,,29-07-25
2025,Q4,TER,,22-10-25
2020,Q1,TFC,Truist Financial Corporation,30-01-20
2020,Q2,TFC,Truist Financial Corporation,20-04-20
2020,Q3,TFC,Truist Financial Corporation,16-07-20
2020,Q4,TFC,Truist Financial Corporation,15-10-20
2021,Q1,TFC,Truist Financial Corporation,21-01-21
2021,Q2,TFC,Truist Financial Corporation,15-04-21
2021,Q3,TFC,Truist Financial Corporation,15-07-21
2021,Q4,TFC,Truist Financial Corporation,15-10-21
2022,Q1,TFC,Truist Financial Corporation,18-01-22
2022,Q2,TFC,Truist Financial Corporation,19-04-22
2022,Q3,TFC,Truist Financial Corporation,19-07-22
2022,Q4,TFC,Truist Financial Corporation,18-10-22
2023,Q1,TFC,Truist Financial Corporation,19-01-23
2023,Q2,TFC,Truist Financial Corporation,20-04-23
2023,Q3,TFC,Truist Financial Corporation,20-07-23
2023,Q4,TFC,Truist Financial Corporation,19-10-23
2024,Q1,TFC,Truist Financial Corporation,18-01-24
2024,Q2,TFC,Truist Financial Corporation,22-04-24
2024,Q3,TFC,Truist Financial Corporation,22-07-24
2024,Q4,TFC,Truist Financial Corporation,17-10-24
2025,Q1,TFC,Truist Financial Corporation,17-01-25
2025,Q2,TFC,Truist Financial Corporation,17-04-25
2025,Q3,TFC,Truist Financial Corporation,18-07-25
2025,Q4,TFC,Truist Financial Corporation,17-10-25
2020,Q1,TFX,,20-02-20
2020,Q2,TFX,,30-04-20
2020,Q3,TFX,,30-07-20
2020,Q4,TFX,,29-10-20
2021,Q1,TFX,,25-02-21
2021,Q2,TFX,,29-04-21
2021,Q3,TFX,,29-07-21
2021,Q4,TFX,,28-10-21
2022,Q1,TFX,,24-02-22
2022,Q2,TFX,,28-04-22
2022,Q3,TFX,,28-07-22
2022,Q4,TFX,,27-10-22
2023,Q1,TFX,,23-02-23
2023,Q2,TFX,,04-05-23
2023,Q3,TFX,,03-08-23
2023,Q4,TFX,,02-11-23
2024,Q1,TFX,,22-02-24
2024,Q2,TFX,,02-05-24
2024,Q3,TFX,,01-08-24
2024,Q4,TFX,,31-10-24
2025,Q1,TFX,,27-02-25
2025,Q2,TFX,,01-05-25
2025,Q3,TFX,,31-07-25
2025,Q4,TFX,,30-10-25
2020,Q1,TGT,,03-03-20
2020,Q2,TGT,,20-05-20
2020,Q3,TGT,,19-08-20
2020,Q4,TGT,,18-11-20
2021,Q1,TGT,,02-03-21
2021,Q2,TGT,,19-05-21
2021,Q3,TGT,,18-08-21
2021,Q4,TGT,,17-11-21
2022,Q1,TGT,,01-03-22
2022,Q2,TGT,,18-05-22
2022,Q3,TGT,,17-08-22
2022,Q4,TGT,,16-11-22
2023,Q1,TGT,,28-02-23
2023,Q2,TGT,,17-05-23
2023,Q3,TGT,,16-08-23
2023,Q4,TGT,,15-11-23
2024,Q1,TGT,,05-03-24
2024,Q2,TGT,,22-05-24
2024,Q3,TGT,,21-08-24
2024,Q4,TGT,,20-11-24
2025,Q1,TGT,,04-03-25
2025,Q2,TGT,,21-05-25
2025,Q3,TGT,,20-08-25
2025,Q4,TGT,,19-11-25
2020,Q1,TJX,,26-02-20
2020,Q2,TJX,,21-05-20
2020,Q3,TJX,,19-08-20
2020,Q4,TJX,,18-11-20
2021,Q1,TJX,,24-02-21
2021,Q2,TJX,,19-05-21
2021,Q3,TJX,,18-08-21
2021,Q4,TJX,,17-11-21
2022,Q1,TJX,,23-02-22
2022,Q2,TJX,,18-05-22
2022,Q3,TJX,,17-08-22
2022,Q4,TJX,,16-11-22
2023,Q1,TJX,,22-02-23
2023,Q2,TJX,,17-05-23
2023,Q3,TJX,,16-08-23
2023,Q4,TJX,,15-11-23
2024,Q1,TJX,,28-02-24
2024,Q2,TJX,,22-05-24
2024,Q3,TJX,,21-08-24
2024,Q4,TJX,,20-11-24
2025,Q1,TJX,,26-02-25
2025,Q2,TJX,,21-05-25
2025,Q3,TJX,,20-08-25
2025,Q4,TJX,,19-11-25
2020,Q1,TMO,,30-01-20
2020,Q2,TMO,,22-04-20
2020,Q3,TMO,,22-07-20
2020,Q4,TMO,,21-10-20
2021,Q1,TMO,,01-02-21
2021,Q2,TMO,,29-04-21
2021,Q3,TMO,,28-07-21
2021,Q4,TMO,,27-10-21
2022,Q1,TMO,,02-02-22
2022,Q2,TMO,,28-04-22
2022,Q3,TMO,,28-07-22
2022,Q4,TMO,,26-10-22
2023,Q1,TMO,,01-02-23
2023,Q2,TMO,,26-04-23
2023,Q3,TMO,,26-07-23
2023,Q4,TMO,,25-10-23
2024,Q1,TMO,,31-01-24
2024,Q2,TMO,,24-04-24
2024,Q3,TMO,,24-07-24
2024,Q4,TMO,,23-10-24
2025,Q1,TMO,,30-01-25
2025,Q2,TMO,,23-04-25
2025,Q3,TMO,,23-07-25
2025,Q4,TMO,,22-10-25
2020,Q1,TMUS,,06-02-20
2020,Q2,TMUS,,06-05-20
2020,Q3,TMUS,,06-08-20
2020,Q4,TMUS,,05-11-20
2021,Q1,TMUS,,04-02-21
2021,Q2,TMUS,,04-05-21
2021,Q3,TMUS,,29-07-21
2021,Q4,TMUS,,02-11-21
2022,Q1,TMUS,,01-02-22
2022,Q2,TMUS,,27-04-22
2022,Q3,TMUS,,27-07-22
2022,Q4,TMUS,,27-10-22
2023,Q1,TMUS,,01-02-23
2023,Q2,TMUS,,27-04-23
2023,Q3,TMUS,,27-07-23
2023,Q4,TMUS,,25-10-23
2024,Q1,TMUS,,25-01-24
2024,Q2,TMUS,,26-04-24
2024,Q3,TMUS,,31-07-24
2024,Q4,TMUS,,23-10-24
2025,Q1,TMUS,,29-01-25
2025,Q2,TMUS,,24-04-25
2025,Q3,TMUS,,23-07-25
2025,Q4,TMUS,,23-10-25
2020,Q1,TPR,,06-02-20
2020,Q2,TPR,,30-04-20
2020,Q3,TPR,,13-08-20
2020,Q4,TPR,,29-10-20
2021,Q1,TPR,,04-02-21
2021,Q2,TPR,,06-05-21
2021,Q3,TPR,,19-08-21
2021,Q4,TPR,,11-11-21
2022,Q1,TPR,,10-02-22
2022,Q2,TPR,,12-05-22
2022,Q3,TPR,,18-08-22
2022,Q4,TPR,,10-11-22
2023,Q1,TPR,,09-02-23
2023,Q2,TPR,,11-05-23
2023,Q3,TPR,,17-08-23
2023,Q4,TPR,,09-11-23
2024,Q1,TPR,,08-02-24
2024,Q2,TPR,,09-05-24
2024,Q3,TPR,,15-08-24
2024,Q4,TPR,,Missing
2025,Q1,TPR,,06-02-25
2025,Q2,TPR,,08-05-25
2025,Q3,TPR,,14-08-25
2025,Q4,TPR,,06-11-25
2020,Q1,TRGP,Targa Resources Corp.,20-02-20
2020,Q2,TRGP,Targa Resources Corp.,07-05-20
2020,Q3,TRGP,Targa Resources Corp.,06-08-20
2020,Q4,TRGP,Targa Resources Corp.,05-11-20
2021,Q1,TRGP,Targa Resources Corp.,18-02-21
2021,Q2,TRGP,Targa Resources Corp.,06-05-21
2021,Q3,TRGP,Targa Resources Corp.,05-08-21
2021,Q4,TRGP,Targa Resources Corp.,04-11-21
2022,Q1,TRGP,Targa Resources Corp.,24-02-22
2022,Q2,TRGP,Targa Resources Corp.,05-05-22
2022,Q3,TRGP,Targa Resources Corp.,04-08-22
2022,Q4,TRGP,Targa Resources Corp.,03-11-22
2023,Q1,TRGP,Targa Resources Corp.,22-02-23
2023,Q2,TRGP,Targa Resources Corp.,04-05-23
2023,Q3,TRGP,Targa Resources Corp.,03-08-23
2023,Q4,TRGP,Targa Resources Corp.,02-11-23
2024,Q1,TRGP,Targa Resources Corp.,15-02-24
2024,Q2,TRGP,Targa Resources Corp.,02-05-24
2024,Q3,TRGP,Targa Resources Corp.,01-08-24
2024,Q4,TRGP,Targa Resources Corp.,05-11-24
2025,Q1,TRGP,Targa Resources Corp.,20-02-25
2025,Q2,TRGP,Targa Resources Corp.,01-05-25
2025,Q3,TRGP,Targa Resources Corp.,07-08-25
2025,Q4,TRGP,Targa Resources Corp.,10-11-25
2020,Q1,TRMB,,12-02-20
2020,Q2,TRMB,,06-05-20
2020,Q3,TRMB,,05-08-20
2020,Q4,TRMB,,04-11-20
2021,Q1,TRMB,,10-02-21
2021,Q2,TRMB,,05-05-21
2021,Q3,TRMB,,04-08-21
2021,Q4,TRMB,,03-11-21
2022,Q1,TRMB,,09-02-22
2022,Q2,TRMB,,05-05-22
2022,Q3,TRMB,,05-08-22
2022,Q4,TRMB,,02-11-22
2023,Q1,TRMB,,08-02-23
2023,Q2,TRMB,,03-05-23
2023,Q3,TRMB,,03-08-23
2023,Q4,TRMB,,01-11-23
2024,Q1,TRMB,,12-02-24
2024,Q2,TRMB,,03-05-24
2024,Q3,TRMB,,06-08-24
2024,Q4,TRMB,,06-11-24
2025,Q1,TRMB,,19-02-25
2025,Q2,TRMB,,07-05-25
2025,Q3,TRMB,,06-08-25
2025,Q4,TRMB,,05-11-25
2020,Q1,TRV,,23-01-20
2020,Q2,TRV,,21-04-20
2020,Q3,TRV,,23-07-20
2020,Q4,TRV,,20-10-20
